user_query,1st output,2nd output raw,2nd output processed,result,Reason
When was the last time ICICI Bank went up consecutively for 2 days?,"- Intent: Find the latest date when ICICI Bank's closing price increased cocutively for two days.
- Required Tables: `equity_prices_1d`, `master_prime_1d`
- Columns: `date_time`, `close`, `short_company_name`
- Conditions: `short_company_name` LIKE '%ICICIBANKEQ%'
- Joins: `equity_prices_1d.security_code = master_prime_1d.security_code`
- Aggregations:  None
- Sorting/Grouping: Order by `date_time` DESC, Limit 1


","```sql
SELECT ""date_time""
FROM ""equity_prices_1d"" AS t1
INNER JOIN ""master_prime_1d"" AS t2 ON t1.""security_code"" = t2.""security_code""
WHERE t2.""short_company_name"" = 'ICICIBANKEQ'
AND t1.""date_time"" = (SELECT MAX(""date_time"")
                       FROM ""equity_prices_1d"" AS t3
                       INNER JOIN ""master_prime_1d"" AS t4 ON t3.""security_code"" = t4.""security_code""
                       WHERE t4.""short_company_name"" = 'ICICIBANKEQ'
                       AND t3.""close"" > (SELECT ""close""
                                         FROM ""equity_prices_1d"" AS t5
                                         INNER JOIN ""master_prime_1d"" AS t6 ON t5.""security_code"" = t6.""security_code""
                                         WHERE t6.""short_company_name"" = 'ICICIBANKEQ'
                                         AND t5.""date_time"" = (SELECT toDate(subtractDays(MAX(""date_time""), 1)) -- Find the previous consecutive day
                                                             FROM ""equity_prices_1d"" AS t7
                                                             INNER JOIN ""master_prime_1d"" AS t8 ON t7.""security_code"" = t8.""security_code""
                                                             WHERE t8.""short_company_name"" = 'ICICIBANKEQ'
                                         )))
ORDER BY ""date_time"" DESC
LIMIT 1;

```","
SELECT ""date_time""
FROM ""equity_prices_1d"" AS t1
INNER JOIN ""master_prime_1d"" AS t2 ON t1.""security_code"" = t2.""security_code""
WHERE t2.""short_company_name"" = 'ICICIBANKEQ'
AND t1.""date_time"" = (SELECT MAX(""date_time"")
                       FROM ""equity_prices_1d"" AS t3
                       INNER JOIN ""master_prime_1d"" AS t4 ON t3.""security_code"" = t4.""security_code""
                       WHERE t4.""short_company_name"" = 'ICICIBANKEQ'
                       AND t3.""close"" > (SELECT ""close""
                                         FROM ""equity_prices_1d"" AS t5
                                         INNER JOIN ""master_prime_1d"" AS t6 ON t5.""security_code"" = t6.""security_code""
                                         WHERE t6.""short_company_name"" = 'ICICIBANKEQ'
                                         AND t5.""date_time"" = (SELECT toDate(subtractDays(MAX(""date_time""), 1)) -- Find the previous consecutive day
                                                             FROM ""equity_prices_1d"" AS t7
                                                             INNER JOIN ""master_prime_1d"" AS t8 ON t7.""security_code"" = t8.""security_code""
                                                             WHERE t8.""short_company_name"" = 'ICICIBANKEQ'
                                         )))
ORDER BY ""date_time"" DESC
LIMIT 1;
",success,
List stocks where today's low > yesterday's high and today's volume is 3x of the previous day's volume on 16th July 2024.,"- Intent: List stocks where today's low is greater than yesterday's high and today's volume is 3 times the previous day's volume on July 16, 2024.
- Required Tables: `equity_prices_1d`
- Columns: `company_name`, `date_time`, `low`, `high`, `volume`, `security_code`
- Conditions: `date_time = '2024-07-16'`
- Joins: None
- Aggregations: None
- Sorting/Grouping: None



```sql
SELECT DISTINCT T1.company_name
FROM master_prime_1d AS T1
INNER JOIN equity_prices_1d AS T2
  ON T1.security_code = T2.security_code
WHERE
  T2.date_time = '2024-07-16' AND T2.low > (
    SELECT
      high
    FROM equity_prices_1d
    WHERE
      date_time = '2024-07-15' AND security_code = T2.security_code
  )
  AND T2.volume > 3 * (
    SELECT
      volume
    FROM equity_prices_1d
    WHERE
      date_time = '2024-07-15' AND security_code = T2.security_code
  );
```
","```sql
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d""
INNER JOIN (
    SELECT ""security_code"", ""low"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-07-16'
) AS ""today_prices""
ON ""master_prime_1d"".""security_code"" = ""today_prices"".""security_code""
INNER JOIN (
    SELECT ""security_code"", ""high"", ""volume"" AS ""yesterday_volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-07-15'
) AS ""yesterday_prices""
ON ""today_prices"".""security_code"" = ""yesterday_prices"".""security_code""
WHERE ""today_prices"".""low"" > ""yesterday_prices"".""high"" AND ""today_prices"".""volume"" > 3 * ""yesterday_prices"".""yesterday_volume"";
```
","
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d""
INNER JOIN (
    SELECT ""security_code"", ""low"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-07-16'
) AS ""today_prices""
ON ""master_prime_1d"".""security_code"" = ""today_prices"".""security_code""
INNER JOIN (
    SELECT ""security_code"", ""high"", ""volume"" AS ""yesterday_volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-07-15'
) AS ""yesterday_prices""
ON ""today_prices"".""security_code"" = ""yesterday_prices"".""security_code""
WHERE ""today_prices"".""low"" > ""yesterday_prices"".""high"" AND ""today_prices"".""volume"" > 3 * ""yesterday_prices"".""yesterday_volume"";
",success,
"List stocks where today's price > yesterday's close, and one-day ago price > 2-day ago price, and 2-day ago price > 3-day ago price on 16th July 2024, and next day closing is lesser than the previous day close, and 17th July 2024 volume < previous day volume.","- Intent: List stocks where today's price > yesterday's close, and one-day ago price > 2-day ago price, and 2-day ago price > 3-day ago price on 16th July 2024, and next day closing is lesser than the previous day close, and 17th July 2024 volume < previous day volume.
- Required Tables: `equity_prices_1d`
- Columns: `company_name`, `date_time`, `close`,  `volume`
- Conditions: 
    - `date_time = '2024-07-16'`
    - `close > (SELECT close FROM equity_prices_1d WHERE date_time = '2024-07-15')`
    - `(SELECT close FROM equity_prices_1d WHERE date_time = '2024-07-15') > (SELECT close FROM equity_prices_1d WHERE date_time = '2024-07-14')`
    - `(SELECT close FROM equity_prices_1d WHERE date_time = '2024-07-14') > (SELECT close FROM equity_prices_1d WHERE date_time = '2024-07-13')`
    - `(SELECT close FROM equity_prices_1d WHERE date_time = '2024-07-17') < (SELECT close FROM equity_prices_1d WHERE date_time = '2024-07-16')`
    - `(SELECT volume FROM equity_prices_1d WHERE date_time = '2024-07-17') < (SELECT volume FROM equity_prices_1d WHERE date_time = '2024-07-16')`
- Joins: None
- Aggregations: None
- Sorting/Grouping: None 
","```sql
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS master
INNER JOIN ""equity_prices_1d"" AS t1 ON master.""security_code"" = t1.""security_code""
INNER JOIN ""equity_prices_1d"" AS t2 ON master.""security_code"" = t2.""security_code""
INNER JOIN ""equity_prices_1d"" AS t3 ON master.""security_code"" = t3.""security_code""
INNER JOIN ""equity_prices_1d"" AS t4 ON master.""security_code"" = t4.""security_code""
INNER JOIN ""equity_prices_1d"" AS t5 ON master.""security_code"" = t5.""security_code""
WHERE t1.""date_time"" = '2024-07-16'
  AND t2.""date_time"" = '2024-07-15'
  AND t3.""date_time"" = '2024-07-14'
  AND t4.""date_time"" = '2024-07-13'
  AND t5.""date_time"" = '2024-07-17'
  AND t1.""close"" > t2.""close""
  AND t2.""close"" > t3.""close""
  AND t3.""close"" > t4.""close""
  AND t5.""close"" < t1.""close""
  AND t5.""volume"" < t1.""volume"";

```","
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS master
INNER JOIN ""equity_prices_1d"" AS t1 ON master.""security_code"" = t1.""security_code""
INNER JOIN ""equity_prices_1d"" AS t2 ON master.""security_code"" = t2.""security_code""
INNER JOIN ""equity_prices_1d"" AS t3 ON master.""security_code"" = t3.""security_code""
INNER JOIN ""equity_prices_1d"" AS t4 ON master.""security_code"" = t4.""security_code""
INNER JOIN ""equity_prices_1d"" AS t5 ON master.""security_code"" = t5.""security_code""
WHERE t1.""date_time"" = '2024-07-16'
  AND t2.""date_time"" = '2024-07-15'
  AND t3.""date_time"" = '2024-07-14'
  AND t4.""date_time"" = '2024-07-13'
  AND t5.""date_time"" = '2024-07-17'
  AND t1.""close"" > t2.""close""
  AND t2.""close"" > t3.""close""
  AND t3.""close"" > t4.""close""
  AND t5.""close"" < t1.""close""
  AND t5.""volume"" < t1.""volume"";
",success,
List stocks whose volume is minus 20% than 2 days before volume on 27th September 2024.,"- Intent: Retrieve the list of stocks whose volume on 27th September 2024 was 20% less than their volume on 25th September 2024.
- Required Tables: `equity_prices_1d`
- Columns: `date_time`, `security_code`, `company_name`, `volume`
- Conditions: `date_time = '2024-09-27'` AND volume < 0.8 * (volume on '2024-09-25')
- Joins: None
- Aggregations: None
- Sorting/Grouping: None


```sql
SELECT DISTINCT t1.company_name
FROM master_prime_1d AS t1
INNER JOIN equity_prices_1d AS t2
ON t1.security_code = t2.security_code
WHERE t2.date_time = '2024-09-27'
AND t2.volume < 0.8 * (
    SELECT volume
    FROM equity_prices_1d
    WHERE security_code = t2.security_code
    AND date_time = '2024-09-25'
);

```
","```sql
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS t1
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-25'
) AS t2_25
ON t1.""security_code"" = t2_25.""security_code""
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-27'
) AS t2_27
ON t1.""security_code"" = t2_27.""security_code""
WHERE t2_27.""volume"" < 0.8 * t2_25.""volume"";
```
","
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS t1
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-25'
) AS t2_25
ON t1.""security_code"" = t2_25.""security_code""
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-27'
) AS t2_27
ON t1.""security_code"" = t2_27.""security_code""
WHERE t2_27.""volume"" < 0.8 * t2_25.""volume"";
",success,
List stocks whose volume is 20% higher than 2 days before volume on 27th September 2024.,"- Intent: Find stocks whose volume on 27th September 2024 was 20% higher than their volume on 25th September 2024.
- Required Tables: `equity_prices_1d`
- Columns: `security_code`, `date_time`, `volume`, `company_name`
- Conditions:  `date_time = '2024-09-27'` and volume is 20% higher than volume on '2024-09-25' for same security code
- Joins: `master_prime_1d.security_code = equity_prices_1d.security_code`
- Aggregations: None
- Sorting/Grouping: None


```sql
SELECT DISTINCT T1.company_name
FROM master_prime_1d AS T1
INNER JOIN equity_prices_1d AS T2
  ON T1.security_code = T2.security_code
WHERE
  T2.date_time = '2024-09-27'
  AND T2.volume > (
    SELECT
      volume * 1.20
    FROM equity_prices_1d
    WHERE
      security_code = T2.security_code AND date_time = '2024-09-25'
  );

```
","```sql
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d""
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-25'
) AS ""t2_25""
ON ""master_prime_1d"".""security_code"" = ""t2_25"".""security_code""
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-27'
) AS ""t2_27""
ON ""master_prime_1d"".""security_code"" = ""t2_27"".""security_code""
WHERE ""t2_27"".""volume"" > ""t2_25"".""volume"" * 1.20;

```","
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d""
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-25'
) AS ""t2_25""
ON ""master_prime_1d"".""security_code"" = ""t2_25"".""security_code""
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-27'
) AS ""t2_27""
ON ""master_prime_1d"".""security_code"" = ""t2_27"".""security_code""
WHERE ""t2_27"".""volume"" > ""t2_25"".""volume"" * 1.20;
",success,
"List stocks whose volume is between 20000 and 30000 on 27th September 2024. I need symbol, price, 10-day average volume in the columns.","- Intent: Retrieve the company names, closing prices, and 10-day average volumes of stocks whose volume was between 20000 and 30000 on 2024-09-27.
- Required Tables: `master_prime_1d`, `equity_prices_1d`
- Columns: `company_name`, `close`, `volume`
- Conditions: `equity_prices_1d.volume BETWEEN 20000 AND 30000`, `equity_prices_1d.date_time = '2024-09-27'`
- Joins: `master_prime_1d.security_code = equity_prices_1d.security_code`
- Aggregations: `AVG(volume) OVER (PARTITION BY equity_prices_1d.security_code ORDER BY equity_prices_1d.date_time ASC ROWS BETWEEN 9 PRECEDING AND CURRENT ROW)`
- Sorting/Grouping: None



```sql
SELECT DISTINCT company_name, T1.close, T2.volume_10day_avg
FROM master_prime_1d AS T1
INNER JOIN (
    SELECT security_code, date_time, close, 
           AVG(volume) OVER (PARTITION BY security_code ORDER BY date_time ASC ROWS BETWEEN 9 PRECEDING AND CURRENT ROW) AS volume_10day_avg
    FROM equity_prices_1d 
) AS T2
ON T1.security_code = T2.security_code
WHERE T2.date_time = '2024-09-27' AND T2.volume BETWEEN 20000 AND 30000;

```
","```sql
SELECT DISTINCT ""company_name"", ""close"", ""volume_10day_avg""
FROM ""master_prime_1d""
INNER JOIN (
    SELECT ""security_code"", ""date_time"", ""close"", 
           avg(""volume"") OVER (PARTITION BY ""security_code"" ORDER BY ""date_time"" ASC ROWS BETWEEN 9 PRECEDING AND CURRENT ROW) AS ""volume_10day_avg""
    FROM ""equity_prices_1d""
) AS ""equity_prices_1d_with_avg""
ON ""master_prime_1d"".""security_code"" = ""equity_prices_1d_with_avg"".""security_code""
WHERE ""equity_prices_1d_with_avg"".""date_time"" = '2024-09-27' AND ""equity_prices_1d_with_avg"".""volume_10day_avg"" BETWEEN 20000 AND 30000;

```","
SELECT DISTINCT ""company_name"", ""close"", ""volume_10day_avg""
FROM ""master_prime_1d""
INNER JOIN (
    SELECT ""security_code"", ""date_time"", ""close"", 
           avg(""volume"") OVER (PARTITION BY ""security_code"" ORDER BY ""date_time"" ASC ROWS BETWEEN 9 PRECEDING AND CURRENT ROW) AS ""volume_10day_avg""
    FROM ""equity_prices_1d""
) AS ""equity_prices_1d_with_avg""
ON ""master_prime_1d"".""security_code"" = ""equity_prices_1d_with_avg"".""security_code""
WHERE ""equity_prices_1d_with_avg"".""date_time"" = '2024-09-27' AND ""equity_prices_1d_with_avg"".""volume_10day_avg"" BETWEEN 20000 AND 30000;
",success,
"Give me symbol, price, 10-day average volume where stocks are in between 5% and 10% below their 52-week high.","- Intent: Retrieve the symbol, price, and 10-day average volume for stocks that are currently between 5% and 10% below their 52-week high.
- Required Tables: `master_prime_1d`, `equity_prices_1d`
- Columns: `short_company_name`, `close`, `high`, `volume`
- Conditions:  `date_time BETWEEN '2023-11-19' AND '2024-11-19'`, `close BETWEEN 0.9 * MAX(high) AND 0.95 * MAX(high)` (calculated over the 52-week period)
- Joins: `master_prime_1d.security_code = equity_prices_1d.security_code`
- Aggregations: `AVG(volume)` (over the last 10 days) , `MAX(high)`
- Sorting/Grouping: None


Here's a more detailed breakdown of the conditions and aggregations:

* **52-Week High Calculation**: This requires a subquery or window function within the SQL query to determine the maximum 'high' value for each stock over the past 52 weeks (2023-11-20 to 2024-11-19).

* **Price Range Condition**:  The `close` price should be between 90% and 95% of the calculated 52-week high.

* **10-Day Average Volume**: Another subquery or window function will calculate the average `volume` for each stock over the last 10 days (2024-11-09 to 2024-11-19). 


","```sql
SELECT ""mp"".""short_company_name"", ""ep"".""close"", ""ep"".""volume"", ""ten_day_avg_volume""
FROM ""master_prime_1d"" AS ""mp""
INNER JOIN ""equity_prices_1d"" AS ""ep"" ON ""mp"".""security_code"" = ""ep"".""security_code""
INNER JOIN (
    SELECT ""security_code"", avg(""volume"") AS ""ten_day_avg_volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" BETWEEN '2024-11-09' AND '2024-11-19'
    GROUP BY ""security_code""
) AS ""ten_day_volume"" ON ""ep"".""security_code"" = ""ten_day_volume"".""security_code""
INNER JOIN (
    SELECT ""security_code"", MAX(""high"") AS ""fifty_two_week_high""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" BETWEEN '2023-11-20' AND '2024-11-19'
    GROUP BY ""security_code""
) AS ""fifty_two_week_highs"" ON ""ep"".""security_code"" = ""fifty_two_week_highs"".""security_code""
WHERE ""ep"".""date_time"" = '2024-11-19' AND ""ep"".""close"" BETWEEN 0.90 * ""fifty_two_week_high"" AND 0.95 * ""fifty_two_week_high"";

```","
SELECT ""mp"".""short_company_name"", ""ep"".""close"", ""ep"".""volume"", ""ten_day_avg_volume""
FROM ""master_prime_1d"" AS ""mp""
INNER JOIN ""equity_prices_1d"" AS ""ep"" ON ""mp"".""security_code"" = ""ep"".""security_code""
INNER JOIN (
    SELECT ""security_code"", avg(""volume"") AS ""ten_day_avg_volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" BETWEEN '2024-11-09' AND '2024-11-19'
    GROUP BY ""security_code""
) AS ""ten_day_volume"" ON ""ep"".""security_code"" = ""ten_day_volume"".""security_code""
INNER JOIN (
    SELECT ""security_code"", MAX(""high"") AS ""fifty_two_week_high""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" BETWEEN '2023-11-20' AND '2024-11-19'
    GROUP BY ""security_code""
) AS ""fifty_two_week_highs"" ON ""ep"".""security_code"" = ""fifty_two_week_highs"".""security_code""
WHERE ""ep"".""date_time"" = '2024-11-19' AND ""ep"".""close"" BETWEEN 0.90 * ""fifty_two_week_high"" AND 0.95 * ""fifty_two_week_high"";
",success,
Give me price and volume data for ICICI Bank for the last 5 days on 16th July 2024.,"- Intent: Retrieve the price and volume data for ICICI Bank over the last 5 days from 16th July 2024.
- Required Tables: `master_prime_1d`, `equity_prices_1d`
- Columns: `date_time`, `open`, `high`, `low`, `close`, `volume`
- Conditions: `company_name = 'ICICI Bank'`, `date_time BETWEEN '2024-07-11' AND '2024-07-16'`
- Joins: `master_prime_1d.security_code = equity_prices_1d.security_code`
- Aggregations: None
- Sorting/Grouping: None
","```sql
SELECT ""date_time"", ""open"", ""high"", ""low"", ""close"", ""volume""
FROM ""equity_prices_1d""
INNER JOIN ""master_prime_1d"" ON ""equity_prices_1d"".""security_code"" = ""master_prime_1d"".""security_code""
WHERE ""master_prime_1d"".""company_name"" = 'ICICI Bank'
  AND ""date_time"" BETWEEN '2024-07-11' AND '2024-07-16';
```
","
SELECT ""date_time"", ""open"", ""high"", ""low"", ""close"", ""volume""
FROM ""equity_prices_1d""
INNER JOIN ""master_prime_1d"" ON ""equity_prices_1d"".""security_code"" = ""master_prime_1d"".""security_code""
WHERE ""master_prime_1d"".""company_name"" = 'ICICI Bank'
  AND ""date_time"" BETWEEN '2024-07-11' AND '2024-07-16';
",success,
Give me a list of stocks whose daily volume was at least three times higher than the average volume for the previous ten days on 16th July 2024.,"- Intent: Retrieve stocks whose volume on 2024-07-16 was at least three times their average volume over the preceding 10 days.
- Required Tables: `equity_prices_1d`
- Columns: `security_code`, `date_time`, `volume`
- Conditions: `date_time = '2024-07-16'`
- Joins: None
- Aggregations: `AVG(volume)`
- Sorting/Grouping: None
```sql
SELECT company_name
FROM master_prime_1d
WHERE security_code IN (
    SELECT t1.security_code
    FROM equity_prices_1d AS t1
    WHERE t1.date_time = '2024-07-16'
    AND t1.volume >= 3 * (
        SELECT AVG(t2.volume)
        FROM equity_prices_1d AS t2
        WHERE t2.security_code = t1.security_code
        AND t2.date_time BETWEEN '2024-07-06' AND '2024-07-15'
    )
)
```
","```sql
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS mp
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-07-16'
) AS ep1
ON mp.""security_code"" = ep1.""security_code""
INNER JOIN (
    SELECT ""security_code"", avg(""volume"") AS avg_volume
    FROM ""equity_prices_1d""
    WHERE ""date_time"" BETWEEN '2024-07-06' AND '2024-07-15'
    GROUP BY ""security_code""
) AS ep2
ON mp.""security_code"" = ep2.""security_code""
WHERE ep1.""volume"" >= 3 * ep2.avg_volume;

```","
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS mp
INNER JOIN (
    SELECT ""security_code"", ""volume""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-07-16'
) AS ep1
ON mp.""security_code"" = ep1.""security_code""
INNER JOIN (
    SELECT ""security_code"", avg(""volume"") AS avg_volume
    FROM ""equity_prices_1d""
    WHERE ""date_time"" BETWEEN '2024-07-06' AND '2024-07-15'
    GROUP BY ""security_code""
) AS ep2
ON mp.""security_code"" = ep2.""security_code""
WHERE ep1.""volume"" >= 3 * ep2.avg_volume;
",success,
List stocks crossing below the previous week's low on 20th September 2024.,"- Intent: Retrieve the list of companies whose closing price on 20th September 2024 crossed below the previous week's low.
- Required Tables: `master_prime_1d`, `equity_prices_1d`
- Columns: `company_name`, `date_time`, `close`, `low`
- Conditions: `date_time = '2024-09-20'` (for current week's closing price), `date_time BETWEEN '2024-09-13' AND '2024-09-19'` (for the previous week's data)
- Joins: `master_prime_1d.security_code = equity_prices_1d.security_code`
- Aggregations: `MIN(low)` (to find the previous week's low)
- Sorting/Grouping: None


```sql
SELECT DISTINCT T1.company_name
FROM master_prime_1d AS T1
INNER JOIN equity_prices_1d AS T2
  ON T1.security_code = T2.security_code
WHERE
  T2.date_time = '2024-09-20'
  AND T2.close < (
    SELECT
      MIN(low)
    FROM equity_prices_1d AS T3
    WHERE
      T3.security_code = T2.security_code AND T3.date_time BETWEEN '2024-09-13' AND '2024-09-19'
  );
```
","```sql
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS T1
INNER JOIN ""equity_prices_1d"" AS T2 ON T1.""security_code"" = T2.""security_code""
INNER JOIN (
    SELECT ""security_code"", MIN(""low"") AS ""min_low""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" BETWEEN '2024-09-13' AND '2024-09-19'
    GROUP BY ""security_code""
) AS T3 ON T1.""security_code"" = T3.""security_code""
WHERE T2.""date_time"" = '2024-09-20' AND T2.""close"" < T3.""min_low"";

```","
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS T1
INNER JOIN ""equity_prices_1d"" AS T2 ON T1.""security_code"" = T2.""security_code""
INNER JOIN (
    SELECT ""security_code"", MIN(""low"") AS ""min_low""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" BETWEEN '2024-09-13' AND '2024-09-19'
    GROUP BY ""security_code""
) AS T3 ON T1.""security_code"" = T3.""security_code""
WHERE T2.""date_time"" = '2024-09-20' AND T2.""close"" < T3.""min_low"";
",success,
List stocks closing above the previous week's closing price on 20th September 2024.,"- **Intent**: Retrieve the list of company names whose closing price on 20-09-2024 was higher than their closing price on 13-09-2024 (one week prior).

- **Required Tables**: `equity_prices_1d`

- **Columns**: `date_time`, `security_code`, `close`, `company_name`

- **Conditions**: 
    - `date_time = '20-09-2024'` (for current week's closing price)
    - `date_time = '13-09-2024'` (for previous week's closing price)


- **Joins**: None (Self-join is needed within the same table.)

- **Aggregations**: None

- **Sorting/Grouping**: None


```sql
SELECT DISTINCT t1.company_name
FROM (
    SELECT ep.security_code, mp.company_name, ep.close AS current_close
    FROM equity_prices_1d AS ep
    INNER JOIN master_prime_1d AS mp ON ep.security_code = mp.security_code
    WHERE ep.date_time = '20-09-2024'
) AS t1
INNER JOIN (
    SELECT ep.security_code, ep.close AS previous_close
    FROM equity_prices_1d AS ep
    WHERE ep.date_time = '13-09-2024'
) AS t2 ON t1.security_code = t2.security_code
WHERE t1.current_close > t2.previous_close;

```
","```sql
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS mp
INNER JOIN (
    SELECT ""security_code"", ""close"" AS ""current_close""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-20'
) AS t1 ON mp.""security_code"" = t1.""security_code""
INNER JOIN (
    SELECT ""security_code"", ""close"" AS ""previous_close""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-13'
) AS t2 ON t1.""security_code"" = t2.""security_code""
WHERE t1.""current_close"" > t2.""previous_close"";

```","
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS mp
INNER JOIN (
    SELECT ""security_code"", ""close"" AS ""current_close""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-20'
) AS t1 ON mp.""security_code"" = t1.""security_code""
INNER JOIN (
    SELECT ""security_code"", ""close"" AS ""previous_close""
    FROM ""equity_prices_1d""
    WHERE ""date_time"" = '2024-09-13'
) AS t2 ON t1.""security_code"" = t2.""security_code""
WHERE t1.""current_close"" > t2.""previous_close"";
",success,
List stocks closing above the previous Friday's closing price on 20th September 2024.,"- Intent: Retrieve the list of company names whose closing price on 2024-09-20 was higher than the closing price on the previous Friday (2024-09-13).

- Required Tables: `equity_prices_1d`

- Columns: `company_name`, `close`, `date_time`,`security_code`

- Conditions: `date_time = '2024-09-20'` and `date_time = '2024-09-13'`

- Joins:  `master_prime_1d.security_code = equity_prices_1d.security_code`

- Aggregations: None

- Sorting/Grouping: None
","```sql
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS mp
INNER JOIN ""equity_prices_1d"" AS ep1 ON mp.""security_code"" = ep1.""security_code""
INNER JOIN ""equity_prices_1d"" AS ep2 ON mp.""security_code"" = ep2.""security_code""
WHERE ep1.""date_time"" = '2024-09-20' AND ep2.""date_time"" = '2024-09-13' AND ep1.""close"" > ep2.""close"";
```
","
SELECT DISTINCT ""company_name""
FROM ""master_prime_1d"" AS mp
INNER JOIN ""equity_prices_1d"" AS ep1 ON mp.""security_code"" = ep1.""security_code""
INNER JOIN ""equity_prices_1d"" AS ep2 ON mp.""security_code"" = ep2.""security_code""
WHERE ep1.""date_time"" = '2024-09-20' AND ep2.""date_time"" = '2024-09-13' AND ep1.""close"" > ep2.""close"";
",success,
"List stocks that have closed above their August 2024 high in September 2024, along with the dates and symbols.","- Intent: Find stocks that closed above their August 2024 high in September 2024, and display their names, dates, and symbols.
- Required Tables: `master_prime_1d`, `equity_prices_1d`
- Columns: `company_name`, `short_company_name`, `date_time`, `close`
- Conditions:  `date_time` in September 2024, `close` > Max(`close`) for August 2024 for the same stock
- Joins: `master_prime_1d.security_code = equity_prices_1d.security_code`
- Aggregations: MAX(close)
- Sorting/Grouping: None



```sql
SELECT DISTINCT T1.company_name, T1.short_company_name, T2.date_time
FROM master_prime_1d AS T1
INNER JOIN equity_prices_1d AS T2
  ON T1.security_code = T2.security_code
WHERE
  T2.date_time BETWEEN '2024-09-01' AND '2024-09-30'
  AND T2.close > (
    SELECT
      MAX(close)
    FROM equity_prices_1d AS T3
    WHERE
      T3.security_code = T2.security_code
      AND T3.date_time BETWEEN '2024-08-01' AND '2024-08-31'
  );
```
","```sql
SELECT DISTINCT ""company_name"", ""short_company_name"", ""date_time""
FROM ""master_prime_1d""
INNER JOIN ""equity_prices_1d""
ON ""master_prime_1d"".""security_code"" = ""equity_prices_1d"".""security_code""
WHERE ""date_time"" BETWEEN '2024-09-01' AND '2024-09-30' AND ""close"" > (
    SELECT max(""close"")
    FROM ""equity_prices_1d"" AS epd
    WHERE epd.""security_code"" = ""equity_prices_1d"".""security_code""
    AND epd.""date_time"" BETWEEN '2024-08-01' AND '2024-08-31'
);
```
","
SELECT DISTINCT ""company_name"", ""short_company_name"", ""date_time""
FROM ""master_prime_1d""
INNER JOIN ""equity_prices_1d""
ON ""master_prime_1d"".""security_code"" = ""equity_prices_1d"".""security_code""
WHERE ""date_time"" BETWEEN '2024-09-01' AND '2024-09-30' AND ""close"" > (
    SELECT max(""close"")
    FROM ""equity_prices_1d"" AS epd
    WHERE epd.""security_code"" = ""equity_prices_1d"".""security_code""
    AND epd.""date_time"" BETWEEN '2024-08-01' AND '2024-08-31'
);
",success,
